node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ERBB2	SRC	9606.ENSP00000269571	9606.ENSP00000362680	0	0	0	0.686	0.061	0.472	0.9	0.906	0.961
ERBB2	JAK2	9606.ENSP00000269571	9606.ENSP00000371067	0	0	0	0.57	0	0.454	0.9	0.788	0.962
ERBB2	NRAS	9606.ENSP00000269571	9606.ENSP00000358548	0	0	0	0	0.052	0.329	0.9	0.656	0.975
ERBB2	ERRFI1	9606.ENSP00000269571	9606.ENSP00000366702	0	0	0	0	0.065	0.856	0	0.864	0.98
ERBB2	PIK3R1	9606.ENSP00000269571	9606.ENSP00000428056	0	0	0	0	0	0.765	0.9	0.556	0.988
ERBB2	NRG1	9606.ENSP00000269571	9606.ENSP00000384620	0	0	0	0	0	0.532	0.9	0.844	0.992
ERBB3	PIK3CA	9606.ENSP00000267101	9606.ENSP00000263967	0	0	0	0	0	0.404	0.9	0.689	0.979
ERBB3	IRS1	9606.ENSP00000267101	9606.ENSP00000304895	0	0	0	0	0	0.05	0.6	0.473	0.782
ERBB3	ERRFI1	9606.ENSP00000267101	9606.ENSP00000366702	0	0	0	0	0.061	0.735	0	0.31	0.813
ERBB3	PTEN	9606.ENSP00000267101	9606.ENSP00000361021	0	0	0	0	0	0.234	0	0.775	0.82
ERBB3	SRC	9606.ENSP00000267101	9606.ENSP00000362680	0	0	0	0.653	0	0.317	0.8	0.714	0.892
ERBB3	PIK3CB	9606.ENSP00000267101	9606.ENSP00000289153	0	0	0	0	0	0.141	0.9	0.316	0.936
ERBB3	MAP2K1	9606.ENSP00000267101	9606.ENSP00000302486	0	0	0	0.581	0	0.175	0.9	0.662	0.937
ERBB3	JAK2	9606.ENSP00000267101	9606.ENSP00000371067	0	0	0	0.568	0	0.248	0.9	0.502	0.937
ERBB3	NRAS	9606.ENSP00000267101	9606.ENSP00000358548	0	0	0	0	0.052	0.329	0.9	0.555	0.967
ERBB3	PIK3R1	9606.ENSP00000267101	9606.ENSP00000428056	0	0	0	0	0	0.765	0.9	0.43	0.985
ERBB3	NRG1	9606.ENSP00000267101	9606.ENSP00000384620	0	0	0	0	0	0.74	0.9	0.915	0.997
ERCC1	TP53	9606.ENSP00000013807	9606.ENSP00000269305	0	0	0	0	0	0	0	0.795	0.795
ERCC1	TP53BP1	9606.ENSP00000013807	9606.ENSP00000371475	0	0	0	0	0	0.554	0.36	0.621	0.882
ERCC1	PCNA	9606.ENSP00000013807	9606.ENSP00000368458	0	0	0	0	0.064	0	0.9	0.117	0.91
ERCC1	XRCC1	9606.ENSP00000013807	9606.ENSP00000262887	0	0	0	0	0	0	0.36	0.882	0.921
ERCC1	PMS2	9606.ENSP00000013807	9606.ENSP00000265849	0	0	0	0	0.062	0.33	0.54	0.781	0.928
ERCC1	RAD50	9606.ENSP00000013807	9606.ENSP00000368100	0	0	0	0	0.061	0	0.9	0.396	0.938
ERCC1	PARP1	9606.ENSP00000013807	9606.ENSP00000355759	0	0	0	0	0.061	0	0.9	0.595	0.958
ERCC1	MSH6	9606.ENSP00000013807	9606.ENSP00000234420	0	0	0	0	0.062	0.261	0.9	0.8	0.984
ERCC1	RAD51	9606.ENSP00000013807	9606.ENSP00000372088	0	0	0	0	0.063	0.05	0.9	0.87	0.986
ERCC1	ERCC5	9606.ENSP00000013807	9606.ENSP00000347978	0	0	0	0	0.064	0.731	0.9	0.894	0.996
ERCC1	XPA	9606.ENSP00000013807	9606.ENSP00000364270	0	0	0	0	0.062	0.885	0.9	0.978	0.999
ERCC1	ERCC4	9606.ENSP00000013807	9606.ENSP00000310520	0	0	0	0	0.064	0.998	0.9	0.935	0.999
ERCC4	MSH6	9606.ENSP00000310520	9606.ENSP00000234420	0	0	0	0	0.133	0.302	0.9	0.688	0.978
ERCC4	XRCC1	9606.ENSP00000310520	9606.ENSP00000262887	0	0	0	0	0.125	0	0.36	0.725	0.832
ERCC4	PMS2	9606.ENSP00000310520	9606.ENSP00000265849	0	0	0	0	0.106	0.302	0.54	0.608	0.872
ERCC4	TP53BP1	9606.ENSP00000310520	9606.ENSP00000371475	0	0	0	0	0.099	0.654	0.36	0.639	0.918
ERCC4	RAD50	9606.ENSP00000310520	9606.ENSP00000368100	0	0	0	0	0.063	0.133	0.9	0.202	0.926
ERCC4	PARP1	9606.ENSP00000310520	9606.ENSP00000355759	0	0	0	0	0.063	0	0.9	0.392	0.938
ERCC4	PCNA	9606.ENSP00000310520	9606.ENSP00000368458	0.042	0	0	0	0.065	0.382	0.9	0.232	0.949
ERCC4	RAD51	9606.ENSP00000310520	9606.ENSP00000372088	0	0	0	0	0.063	0.39	0.9	0.791	0.986
ERCC4	ERCC5	9606.ENSP00000310520	9606.ENSP00000347978	0	0	0	0	0.109	0.261	0.9	0.919	0.994
ERCC4	XPA	9606.ENSP00000310520	9606.ENSP00000364270	0	0	0	0	0.063	0.878	0.9	0.896	0.998
ERCC5	MSH6	9606.ENSP00000347978	9606.ENSP00000234420	0.056	0	0	0	0.117	0.189	0	0.648	0.731
ERCC5	XRCC1	9606.ENSP00000347978	9606.ENSP00000262887	0	0	0	0	0.112	0	0	0.71	0.731
ERCC5	RAD51	9606.ENSP00000347978	9606.ENSP00000372088	0.056	0	0	0	0.089	0.557	0	0.632	0.841
ERCC5	PARP1	9606.ENSP00000347978	9606.ENSP00000355759	0	0	0	0	0.111	0	0.9	0.372	0.939
ERCC5	PCNA	9606.ENSP00000347978	9606.ENSP00000368458	0	0	0	0	0.23	0.635	0.9	0.254	0.976
ERCC5	XPA	9606.ENSP00000347978	9606.ENSP00000364270	0	0	0	0	0.063	0.26	0.9	0.893	0.991
ESR1	TSC2	9606.ENSP00000405330	9606.ENSP00000219476	0	0	0	0	0	0.454	0	0.625	0.786
ESR1	RPS6KB1	9606.ENSP00000405330	9606.ENSP00000225577	0	0	0	0	0	0.081	0.8	0.682	0.936
ESR1	MAPK14	9606.ENSP00000405330	9606.ENSP00000229795	0	0	0	0	0	0.399	0.9	0.421	0.962
ESR1	TWIST1	9606.ENSP00000405330	9606.ENSP00000242261	0	0	0	0	0	0.305	0.9	0.499	0.962
ESR1	MAPK3	9606.ENSP00000405330	9606.ENSP00000263025	0	0	0	0	0	0.399	0.9	0.678	0.979
ESR1	PIK3CA	9606.ENSP00000405330	9606.ENSP00000263967	0	0	0	0	0	0.379	0.9	0.669	0.977
ESR1	STAT3	9606.ENSP00000405330	9606.ENSP00000264657	0	0	0	0	0	0.386	0	0.773	0.855
ESR1	RB1	9606.ENSP00000405330	9606.ENSP00000267163	0	0	0	0	0	0.055	0	0.729	0.733
ESR1	IGF1R	9606.ENSP00000405330	9606.ENSP00000268035	0	0	0	0	0	0.407	0.9	0.835	0.989
ESR1	TP53	9606.ENSP00000405330	9606.ENSP00000269305	0	0	0	0	0	0.379	0	0.919	0.948
ESR1	HIST1H2BA	9606.ENSP00000405330	9606.ENSP00000274764	0	0	0	0	0	0	0.9	0.524	0.95
ESR1	PAK1	9606.ENSP00000405330	9606.ENSP00000278568	0	0	0	0	0	0.472	0	0.66	0.812
ESR1	TUBA1A	9606.ENSP00000405330	9606.ENSP00000301071	0	0	0	0	0	0.319	0.9	0.091	0.932
ESR1	IRS1	9606.ENSP00000405330	9606.ENSP00000304895	0	0	0	0	0	0.379	0	0.699	0.805
ESR1	TRIM25	9606.ENSP00000405330	9606.ENSP00000323889	0	0	0	0	0	0.406	0.9	0.291	0.954
ESR1	PGR	9606.ENSP00000405330	9606.ENSP00000325120	0	0	0	0.679	0.102	0.472	0.9	0.964	0.964
ESR1	SMAD3	9606.ENSP00000405330	9606.ENSP00000332973	0	0	0	0	0	0.329	0.9	0.654	0.974
ESR1	STAT5A	9606.ENSP00000405330	9606.ENSP00000341208	0	0	0	0	0.065	0.472	0.9	0.51	0.972
ESR1	SMAD4	9606.ENSP00000405330	9606.ENSP00000341551	0	0	0	0	0	0.329	0.9	0.653	0.974
ESR1	FOXM1	9606.ENSP00000405330	9606.ENSP00000342307	0	0	0	0	0	0.418	0	0.709	0.823
ESR1	MTOR	9606.ENSP00000405330	9606.ENSP00000354558	0	0	0	0	0	0.379	0	0.628	0.759
ESR1	PARP1	9606.ENSP00000405330	9606.ENSP00000355759	0	0	0	0	0	0.342	0	0.652	0.761
ESR1	PTEN	9606.ENSP00000405330	9606.ENSP00000361021	0	0	0	0	0	0.393	0	0.686	0.801
ESR1	SRC	9606.ENSP00000405330	9606.ENSP00000362680	0	0	0	0	0.061	0.52	0.9	0.803	0.99
ESR1	PCNA	9606.ENSP00000405330	9606.ENSP00000368458	0	0	0	0	0.05	0.157	0.9	0.12	0.92
ESR1	GATA3	9606.ENSP00000405330	9606.ENSP00000368632	0	0	0	0	0.09	0.455	0.9	0.794	0.988
ESR1	JAK2	9606.ENSP00000405330	9606.ENSP00000371067	0	0	0	0	0.062	0.085	0	0.685	0.706
ESR1	FOXO3	9606.ENSP00000405330	9606.ENSP00000385824	0	0	0	0	0	0.418	0	0.697	0.817
ESR1	MAPK9	9606.ENSP00000405330	9606.ENSP00000394560	0	0	0	0	0	0	0.8	0.326	0.859
ESR1	RPS6KA1	9606.ENSP00000405330	9606.ENSP00000435412	0	0	0	0	0	0.384	0	0.609	0.749
ESR1	MUC1	9606.ENSP00000405330	9606.ENSP00000484824	0	0	0	0	0.065	0.379	0	0.64	0.772
ESR1	HIF1A	9606.ENSP00000405330	9606.ENSP00000437955	0	0	0	0	0	0.413	0	0.695	0.813
ESR1	PIK3R1	9606.ENSP00000405330	9606.ENSP00000428056	0	0	0	0	0.063	0.404	0.9	0.418	0.963
ESR1	MYC	9606.ENSP00000405330	9606.ENSP00000479618	0	0	0	0	0	0.442	0.9	0.721	0.983
ETS1	MAPK14	9606.ENSP00000376436	9606.ENSP00000229795	0	0	0	0	0	0.456	0.9	0.286	0.957
ETS1	MAPK3	9606.ENSP00000376436	9606.ENSP00000263025	0	0	0	0	0	0.472	0.9	0.507	0.971
ETS1	TP53	9606.ENSP00000376436	9606.ENSP00000269305	0	0	0	0	0	0.379	0	0.734	0.827
ETS1	SMAD3	9606.ENSP00000376436	9606.ENSP00000332973	0	0	0	0	0.059	0.513	0	0.484	0.743
ETS1	GATA3	9606.ENSP00000376436	9606.ENSP00000368632	0	0	0	0	0.049	0.379	0	0.602	0.744
FASN	MTOR	9606.ENSP00000304592	9606.ENSP00000354558	0	0	0	0	0.095	0.136	0	0.685	0.732
FASN	PKM	9606.ENSP00000304592	9606.ENSP00000320171	0	0	0	0	0.095	0	0	0.726	0.742
FASN	SCD	9606.ENSP00000304592	9606.ENSP00000359380	0	0	0	0	0.349	0	0	0.87	0.912
FOXM1	GSK3A	9606.ENSP00000342307	9606.ENSP00000222330	0	0	0	0	0	0.381	0.9	0.127	0.941
FOXM1	STAT3	9606.ENSP00000342307	9606.ENSP00000264657	0	0	0	0	0	0.388	0	0.735	0.831
FOXM1	RB1	9606.ENSP00000342307	9606.ENSP00000267163	0	0	0	0	0	0.32	0.9	0.296	0.947
FOXM1	TP53	9606.ENSP00000342307	9606.ENSP00000269305	0	0	0	0	0.087	0	0	0.846	0.854
FOXM1	PLK1	9606.ENSP00000342307	9606.ENSP00000300093	0	0	0	0	0.785	0.087	0.9	0.88	0.997
FOXM1	MAP2K1	9606.ENSP00000342307	9606.ENSP00000302486	0	0	0	0	0.063	0.056	0.9	0.286	0.928
FOXM1	SMAD3	9606.ENSP00000342307	9606.ENSP00000332973	0	0	0	0	0.061	0.333	0	0.629	0.748
FOXM1	PTEN	9606.ENSP00000342307	9606.ENSP00000361021	0	0	0	0	0	0.093	0	0.698	0.715
FOXM1	MYC	9606.ENSP00000342307	9606.ENSP00000479618	0	0	0	0	0.088	0.348	0	0.741	0.833
FOXO3	TSC2	9606.ENSP00000385824	9606.ENSP00000219476	0	0	0	0	0	0.075	0	0.715	0.725
FOXO3	RPS6KB1	9606.ENSP00000385824	9606.ENSP00000225577	0	0	0	0	0	0.262	0	0.82	0.862
FOXO3	MAPK14	9606.ENSP00000385824	9606.ENSP00000229795	0	0	0	0	0.057	0.05	0.6	0.596	0.836
FOXO3	RHEB	9606.ENSP00000385824	9606.ENSP00000262187	0	0	0	0	0.061	0.167	0	0.75	0.787
FOXO3	MAPK3	9606.ENSP00000385824	9606.ENSP00000263025	0	0	0	0	0.064	0.05	0.8	0.703	0.94
FOXO3	PIK3CA	9606.ENSP00000385824	9606.ENSP00000263967	0	0	0	0	0.058	0.186	0	0.665	0.721
FOXO3	STAT3	9606.ENSP00000385824	9606.ENSP00000264657	0	0	0	0	0	0.056	0.9	0.553	0.954
FOXO3	IGF1R	9606.ENSP00000385824	9606.ENSP00000268035	0	0	0	0	0.063	0.183	0	0.73	0.776
FOXO3	TP53	9606.ENSP00000385824	9606.ENSP00000269305	0	0	0	0	0	0.513	0	0.875	0.936
FOXO3	SOD1	9606.ENSP00000385824	9606.ENSP00000270142	0	0	0	0	0	0	0	0.739	0.739
FOXO3	RICTOR	9606.ENSP00000385824	9606.ENSP00000296782	0	0	0	0	0.061	0.261	0	0.725	0.792
FOXO3	PLK1	9606.ENSP00000385824	9606.ENSP00000300093	0	0	0	0	0.063	0.352	0	0.622	0.751
FOXO3	IRS1	9606.ENSP00000385824	9606.ENSP00000304895	0	0	0	0	0.061	0.186	0	0.784	0.821
FOXO3	RPTOR	9606.ENSP00000385824	9606.ENSP00000307272	0	0	0	0	0.063	0	0	0.809	0.813
FOXO3	SMAD3	9606.ENSP00000385824	9606.ENSP00000332973	0	0	0	0	0	0.457	0.9	0.541	0.972
FOXO3	SMAD4	9606.ENSP00000385824	9606.ENSP00000341551	0	0	0	0	0	0.396	0.9	0.774	0.985
FOXO3	PDPK1	9606.ENSP00000385824	9606.ENSP00000344220	0	0	0	0	0.082	0.057	0	0.768	0.782
FOXO3	PRKAA1	9606.ENSP00000385824	9606.ENSP00000346148	0	0	0	0	0.061	0.112	0.6	0.527	0.821
FOXO3	MTOR	9606.ENSP00000385824	9606.ENSP00000354558	0	0	0	0	0.063	0.157	0	0.783	0.813
FOXO3	PTEN	9606.ENSP00000385824	9606.ENSP00000361021	0	0	0	0	0	0.19	0	0.922	0.935
FOXO3	YWHAB	9606.ENSP00000385824	9606.ENSP00000361930	0	0	0	0	0	0.472	0.9	0.319	0.96
FOXO3	PCNA	9606.ENSP00000385824	9606.ENSP00000368458	0	0	0	0	0.055	0.379	0	0.535	0.703
FOXO3	YWHAZ	9606.ENSP00000385824	9606.ENSP00000379287	0	0	0	0	0	0.472	0.9	0.641	0.979
FOXO3	MYC	9606.ENSP00000385824	9606.ENSP00000479618	0	0	0	0	0	0.442	0	0.757	0.858
FOXO3	MAPK9	9606.ENSP00000385824	9606.ENSP00000394560	0	0	0	0	0	0.185	0.6	0.627	0.867
FOXO3	HIF1A	9606.ENSP00000385824	9606.ENSP00000437955	0	0	0	0	0.061	0.447	0	0.78	0.876
FOXO3	SOD2	9606.ENSP00000385824	9606.ENSP00000446252	0	0	0	0	0	0.379	0.9	0.915	0.994
G6PD	TP53	9606.ENSP00000377192	9606.ENSP00000269305	0	0	0	0	0.061	0	0.8	0.712	0.941
G6PD	HK2	9606.ENSP00000377192	9606.ENSP00000290573	0	0	0	0	0.091	0	0.8	0.776	0.955
G6PD	PKM	9606.ENSP00000377192	9606.ENSP00000320171	0.167	0	0	0	0.144	0	0.8	0.749	0.959
G6PD	LDHA	9606.ENSP00000377192	9606.ENSP00000445175	0	0	0	0	0.064	0	0.8	0.619	0.922
GAB2	MAPK3	9606.ENSP00000354952	9606.ENSP00000263025	0	0	0	0	0.065	0.432	0.9	0.354	0.961
GAB2	PIK3CA	9606.ENSP00000354952	9606.ENSP00000263967	0	0	0	0	0	0	0.9	0.268	0.923
GAB2	KIT	9606.ENSP00000354952	9606.ENSP00000288135	0	0	0	0	0.061	0	0.9	0.353	0.933
GAB2	PIK3CB	9606.ENSP00000354952	9606.ENSP00000289153	0	0	0	0	0	0.336	0.9	0.204	0.942
GAB2	MAP2K1	9606.ENSP00000354952	9606.ENSP00000302486	0	0	0	0	0	0	0.9	0.192	0.915
GAB2	LCK	9606.ENSP00000354952	9606.ENSP00000337825	0	0	0	0	0	0.305	0.9	0.325	0.948
GAB2	PDPK1	9606.ENSP00000354952	9606.ENSP00000344220	0	0	0	0	0	0	0.9	0	0.9
GAB2	SRC	9606.ENSP00000354952	9606.ENSP00000362680	0	0	0	0	0.064	0.313	0	0.706	0.795
GAB2	NRAS	9606.ENSP00000354952	9606.ENSP00000358548	0	0	0	0	0	0	0.9	0.298	0.926
GAB2	JAK2	9606.ENSP00000354952	9606.ENSP00000371067	0	0	0	0	0.069	0	0.9	0.419	0.941
GAB2	PIK3R1	9606.ENSP00000354952	9606.ENSP00000428056	0	0	0	0	0.069	0.379	0.9	0.268	0.952
GAB2	SYK	9606.ENSP00000354952	9606.ENSP00000364907	0	0	0	0	0	0.379	0.9	0.555	0.97
GATA3	MAPK14	9606.ENSP00000368632	9606.ENSP00000229795	0	0	0	0	0	0.404	0.9	0.525	0.969
GATA3	STAT3	9606.ENSP00000368632	9606.ENSP00000264657	0	0	0	0	0	0	0.9	0.646	0.963
GATA3	GATA6	9606.ENSP00000368632	9606.ENSP00000269216	0	0	0	0.78	0.081	0.157	0.9	0.691	0.928
GATA3	HIST1H2BA	9606.ENSP00000368632	9606.ENSP00000274764	0	0	0	0	0	0.131	0.9	0.308	0.934
GATA3	NOTCH1	9606.ENSP00000368632	9606.ENSP00000277541	0	0	0	0	0.063	0.084	0	0.811	0.824
GATA3	PGR	9606.ENSP00000368632	9606.ENSP00000325120	0	0	0	0	0.054	0.064	0.9	0.576	0.957
GATA3	SMAD3	9606.ENSP00000368632	9606.ENSP00000332973	0	0	0	0	0.063	0.157	0.9	0.473	0.952
GATA3	SMAD4	9606.ENSP00000368632	9606.ENSP00000341551	0	0	0	0	0.054	0.176	0.9	0.4	0.947
GATA3	MYC	9606.ENSP00000368632	9606.ENSP00000479618	0	0	0	0	0.076	0.447	0	0.735	0.853
GATA6	POU5F1	9606.ENSP00000269216	9606.ENSP00000259915	0	0	0	0	0.053	0.063	0	0.849	0.855
GATA6	SOX2	9606.ENSP00000269216	9606.ENSP00000323588	0	0	0	0	0.061	0.171	0	0.712	0.756
GCLM	GLUD1	9606.ENSP00000359258	9606.ENSP00000277865	0	0	0	0	0.062	0.086	0.8	0.258	0.855
GCLM	GLS	9606.ENSP00000359258	9606.ENSP00000317379	0	0	0	0	0.062	0	0.8	0.217	0.84
GJA1	MAPK3	9606.ENSP00000282561	9606.ENSP00000263025	0	0	0	0	0	0.379	0.8	0.546	0.938
GJA1	PRKCA	9606.ENSP00000282561	9606.ENSP00000408695	0	0	0	0	0	0.551	0	0.59	0.808
GJA1	TUBA1A	9606.ENSP00000282561	9606.ENSP00000301071	0	0	0	0	0.076	0.052	0.8	0.047	0.81
GJA1	SRC	9606.ENSP00000282561	9606.ENSP00000362680	0	0	0	0	0.061	0.475	0	0.829	0.909
GLS	GLUD1	9606.ENSP00000317379	9606.ENSP00000277865	0	0	0	0	0	0	0.9	0.613	0.959
GLS	SLC1A5	9606.ENSP00000317379	9606.ENSP00000444408	0.049	0	0	0	0	0	0	0.699	0.701
GLS	MYC	9606.ENSP00000317379	9606.ENSP00000479618	0	0	0	0	0	0	0	0.79	0.79
GLUD1	SOD2	9606.ENSP00000277865	9606.ENSP00000446252	0.144	0	0	0	0.091	0	0.9	0.353	0.942
GSK3A	PDPK1	9606.ENSP00000222330	9606.ENSP00000344220	0	0	0	0.594	0.181	0.178	0.9	0.393	0.937
GYS1	PRKAA1	9606.ENSP00000317904	9606.ENSP00000346148	0	0	0	0	0.063	0.131	0.6	0.38	0.771
GZMB	PTPRC	9606.ENSP00000216341	9606.ENSP00000411355	0	0	0	0	0.211	0	0	0.67	0.728
GZMB	MCL1	9606.ENSP00000216341	9606.ENSP00000358022	0	0	0	0	0	0	0.8	0.33	0.86
GZMB	TUBA1A	9606.ENSP00000216341	9606.ENSP00000301071	0	0	0	0	0	0.328	0.8	0.067	0.863
GZMB	PARP1	9606.ENSP00000216341	9606.ENSP00000355759	0	0	0	0	0	0.379	0.8	0.155	0.885
HES1	KAT2A	9606.ENSP00000232424	9606.ENSP00000225916	0	0	0	0	0	0.185	0.9	0.064	0.917
HES1	JAG1	9606.ENSP00000232424	9606.ENSP00000254958	0	0	0	0	0.076	0.132	0	0.675	0.717
HES1	RB1	9606.ENSP00000232424	9606.ENSP00000267163	0	0	0	0	0	0	0.9	0.074	0.903
HES1	JAK2	9606.ENSP00000232424	9606.ENSP00000371067	0	0	0	0	0	0.343	0.9	0.087	0.934
HES1	PARP1	9606.ENSP00000232424	9606.ENSP00000355759	0	0	0	0	0	0.408	0.9	0.047	0.938
HES1	STAT3	9606.ENSP00000232424	9606.ENSP00000264657	0	0	0	0	0	0.412	0.9	0.252	0.952
HES1	NOTCH3	9606.ENSP00000232424	9606.ENSP00000263388	0	0	0	0	0.077	0.17	0.9	0.578	0.963
HES1	NOTCH1	9606.ENSP00000232424	9606.ENSP00000277541	0	0	0	0	0	0.462	0.9	0.844	0.99
HIF1A	MMP2	9606.ENSP00000437955	9606.ENSP00000219070	0	0	0	0	0	0	0	0.72	0.721
HIF1A	MAPK3	9606.ENSP00000437955	9606.ENSP00000263025	0	0	0	0	0	0.379	0.8	0.737	0.964
HIF1A	STAT3	9606.ENSP00000437955	9606.ENSP00000264657	0	0	0	0	0.061	0.434	0.9	0.781	0.986
HIF1A	TP53	9606.ENSP00000437955	9606.ENSP00000269305	0	0	0	0	0	0.379	0.9	0.674	0.977
HIF1A	NOTCH1	9606.ENSP00000437955	9606.ENSP00000277541	0	0	0	0	0	0.379	0.9	0.517	0.967
HIF1A	RPTOR	9606.ENSP00000437955	9606.ENSP00000307272	0	0	0	0	0	0.379	0	0.616	0.751
HIF1A	PKM	9606.ENSP00000437955	9606.ENSP00000320171	0	0	0	0	0	0.278	0	0.733	0.799
HIF1A	SMAD3	9606.ENSP00000437955	9606.ENSP00000332973	0	0	0	0	0	0.472	0.9	0.351	0.962
HIF1A	SMAD4	9606.ENSP00000437955	9606.ENSP00000341551	0	0	0	0	0	0.057	0.9	0.358	0.934
HIF1A	MTOR	9606.ENSP00000437955	9606.ENSP00000354558	0	0	0	0	0	0	0	0.744	0.744
HIF1A	PTEN	9606.ENSP00000437955	9606.ENSP00000361021	0	0	0	0	0.061	0	0	0.751	0.757
HIF1A	PDK1	9606.ENSP00000437955	9606.ENSP00000376352	0	0	0	0	0	0.166	0	0.731	0.767
HIF1A	MYC	9606.ENSP00000437955	9606.ENSP00000479618	0	0	0	0	0	0.433	0	0.783	0.872
HIF1A	LDHA	9606.ENSP00000437955	9606.ENSP00000445175	0	0	0	0	0.055	0.384	0.9	0.694	0.979
HIST1H2BA	KAT2A	9606.ENSP00000274764	9606.ENSP00000225916	0	0	0	0	0	0.191	0.9	0.524	0.958
HIST1H2BA	MAPK14	9606.ENSP00000274764	9606.ENSP00000229795	0	0	0	0	0	0	0.9	0.224	0.919
HIST1H2BA	RB1	9606.ENSP00000274764	9606.ENSP00000267163	0	0	0	0	0	0	0.9	0.228	0.919
HIST1H2BA	RAD50	9606.ENSP00000274764	9606.ENSP00000368100	0	0	0	0	0	0.085	0.9	0	0.904
HIST1H2BA	TTF1	9606.ENSP00000274764	9606.ENSP00000333920	0	0	0	0	0.054	0.081	0.9	0.043	0.905
HIST1H2BA	RAD51	9606.ENSP00000274764	9606.ENSP00000372088	0	0	0	0	0.062	0	0.9	0.086	0.906
HIST1H2BA	PLK1	9606.ENSP00000274764	9606.ENSP00000300093	0	0	0	0	0	0	0.9	0.35	0.932
HIST1H2BA	TP53BP1	9606.ENSP00000274764	9606.ENSP00000371475	0	0	0	0	0	0.409	0.9	0.061	0.939
HIST1H2BA	MYC	9606.ENSP00000274764	9606.ENSP00000479618	0	0	0	0	0	0	0.9	0.428	0.94
HIST1H2BA	HIST3H3	9606.ENSP00000274764	9606.ENSP00000355657	0	0.001	0	0	0.134	0.266	0.9	0.524	0.965
HIST3H3	RB1	9606.ENSP00000355657	9606.ENSP00000267163	0	0	0	0	0	0	0.9	0.05	0.9
HIST3H3	PLK1	9606.ENSP00000355657	9606.ENSP00000300093	0	0	0	0	0.051	0.078	0.9	0.115	0.912
HIST3H3	KDM7A	9606.ENSP00000355657	9606.ENSP00000380692	0	0	0	0	0.052	0.726	0	0.174	0.766
HIST3H3	RAD51	9606.ENSP00000355657	9606.ENSP00000372088	0	0	0	0	0.062	0.085	0.9	0.157	0.917
HIST3H3	RAD50	9606.ENSP00000355657	9606.ENSP00000368100	0	0	0	0	0	0.326	0.9	0.058	0.931
HIST3H3	TP53BP1	9606.ENSP00000355657	9606.ENSP00000371475	0	0	0	0	0	0.73	0.9	0.132	0.974
HK2	VDAC1	9606.ENSP00000290573	9606.ENSP00000265333	0	0	0	0	0.064	0.186	0	0.82	0.852
HK2	MTOR	9606.ENSP00000290573	9606.ENSP00000354558	0	0	0	0	0.062	0	0	0.696	0.703
HK2	PDK1	9606.ENSP00000290573	9606.ENSP00000376352	0	0	0	0	0.061	0	0	0.71	0.716
HK2	PKM	9606.ENSP00000290573	9606.ENSP00000320171	0	0	0	0	0.158	0.094	0	0.797	0.831
HK2	LDHA	9606.ENSP00000290573	9606.ENSP00000445175	0	0	0	0	0.107	0	0	0.823	0.835
HSPA1A	MAPK3	9606.ENSP00000364802	9606.ENSP00000263025	0	0	0	0	0	0.185	0.9	0.362	0.943
HSPA1A	RB1	9606.ENSP00000364802	9606.ENSP00000267163	0	0	0	0	0	0	0.9	0.05	0.9
HSPA1A	TP53	9606.ENSP00000364802	9606.ENSP00000269305	0	0	0	0	0	0.535	0.9	0.572	0.978
HSPA1A	HSPA5	9606.ENSP00000364802	9606.ENSP00000324173	0	0	0.448	0.965	0.226	0.805	0.9	0.761	0.984
HSPA1A	PGR	9606.ENSP00000364802	9606.ENSP00000325120	0	0	0	0	0	0.398	0.9	0.247	0.95
HSPA1A	MAPK9	9606.ENSP00000364802	9606.ENSP00000394560	0	0	0	0	0	0.051	0.6	0.309	0.714
HSPA1A	JAK2	9606.ENSP00000364802	9606.ENSP00000371067	0	0	0	0	0	0.165	0.9	0.225	0.929
IGF1R	RPS6KB1	9606.ENSP00000268035	9606.ENSP00000225577	0	0	0	0.553	0.055	0.366	0.9	0.762	0.956
IGF1R	RAF1	9606.ENSP00000268035	9606.ENSP00000251849	0	0	0	0.586	0.055	0	0.9	0.562	0.923
IGF1R	MAPK3	9606.ENSP00000268035	9606.ENSP00000263025	0	0	0	0.568	0	0.146	0.9	0.727	0.938
IGF1R	PIK3CA	9606.ENSP00000268035	9606.ENSP00000263967	0	0	0	0	0.062	0.124	0.9	0.837	0.984
IGF1R	STAT3	9606.ENSP00000268035	9606.ENSP00000264657	0	0	0	0	0	0.555	0	0.755	0.886
IGF1R	PXN	9606.ENSP00000268035	9606.ENSP00000267257	0	0	0	0	0.061	0.355	0.9	0.377	0.957
IGF1R	NOTCH1	9606.ENSP00000268035	9606.ENSP00000277541	0	0	0	0	0	0.133	0	0.769	0.791
IGF1R	MTOR	9606.ENSP00000268035	9606.ENSP00000354558	0	0	0	0	0.066	0.211	0	0.762	0.81
IGF1R	PTEN	9606.ENSP00000268035	9606.ENSP00000361021	0	0	0	0	0.055	0.183	0	0.821	0.85
IGF1R	PTK2	9606.ENSP00000268035	9606.ENSP00000341189	0	0	0	0.61	0	0.365	0.8	0.51	0.892
IGF1R	JAK2	9606.ENSP00000268035	9606.ENSP00000371067	0	0	0	0.564	0	0.355	0.8	0.523	0.895
